"subject_id" "activity" "variable"                         "mean"
"1444" 3 "STANDING" "Fast Fourier Transform BodyAccMag-mean" -0.926968932295082
"1445" 3 "STANDING" "Fast Fourier Transform BodyAccMag-std" -0.921836076557377
"1446" 3 "STANDING" "Fast Fourier Transform BodyAccMag-meanFreq" -0.000332753967377052
"1447" 3 "STANDING" "Fast Fourier Transform BodyBodyAccJerkMag-mean" -0.948627467704918
"1448" 3 "STANDING" "Fast Fourier Transform BodyBodyAccJerkMag-std" -0.94820681442623
"1449" 3 "STANDING" "Fast Fourier Transform BodyBodyAccJerkMag-meanFreq" 0.129816297732787
"1450" 3 "STANDING" "Fast Fourier Transform BodyBodyGyroMag-mean" -0.913682362622951
"1451" 3 "STANDING" "Fast Fourier Transform BodyBodyGyroMag-std" -0.883439718032787
"1452" 3 "STANDING" "Fast Fourier Transform BodyBodyGyroMag-meanFreq" -0.309822161422951
"1453" 3 "STANDING" "Fast Fourier Transform BodyBodyGyroJerkMag-mean" -0.960331717868852
"1454" 3 "STANDING" "Fast Fourier Transform BodyBodyGyroJerkMag-std" -0.957121510491803
"1455" 3 "STANDING" "Fast Fourier Transform BodyBodyGyroJerkMag-meanFreq" -0.020630781795082
"1456" 3 "STANDING" "Angle of tBodyAccMean,gravity" 0.00772770563770492
"1457" 3 "STANDING" "Angle of tBodyAccJerkMean,gravityMean" 0.0246545250622951
"1458" 3 "STANDING" "Angle of tBodyGyroMean,gravityMean" 0.00979910903278689
"1459" 3 "STANDING" "Angle of tBodyGyroJerkMean,gravityMean" -0.0505440714639344
"1460" 3 "STANDING" "Angle of X,gravityMean" -0.71190381557377
"1461" 3 "STANDING" "Angle of Y,gravityMean" 0.289824125737705
"1462" 3 "STANDING" "Angle of Z,gravityMean" 0.00457098377868852
"1463" 3 "LAYING" "Time Domain Signal of BodyAcc-mean-X" 0.275516852741935
"1464" 3 "LAYING" "Time Domain Signal of BodyAcc-mean-Y" -0.0189556785048387
"1465" 3 "LAYING" "Time Domain Signal of BodyAcc-mean-Z" -0.101300477506452
"1466" 3 "LAYING" "Time Domain Signal of BodyAcc-std-X" -0.982776639193548
"1467" 3 "LAYING" "Time Domain Signal of BodyAcc-std-Y" -0.962057544516129
"1468" 3 "LAYING" "Time Domain Signal of BodyAcc-std-Z" -0.96369103483871
"1469" 3 "LAYING" "Time Domain Signal of GravityAcc-mean-X" -0.241758478064516
"1470" 3 "LAYING" "Time Domain Signal of GravityAcc-mean-Y" 0.837032099677419
"1471" 3 "LAYING" "Time Domain Signal of GravityAcc-mean-Z" 0.48870318516129
"1472" 3 "LAYING" "Time Domain Signal of GravityAcc-std-X" -0.982512193064516
"1473" 3 "LAYING" "Time Domain Signal of GravityAcc-std-Y" -0.981202749677419
"1474" 3 "LAYING" "Time Domain Signal of GravityAcc-std-Z" -0.964807543870968
"1475" 3 "LAYING" "Time Domain Signal of BodyAccJerk-mean-X" 0.0769811125806452
"1476" 3 "LAYING" "Time Domain Signal of BodyAccJerk-mean-Y" 0.0138041011306452
"1477" 3 "LAYING" "Time Domain Signal of BodyAccJerk-mean-Z" -0.00435625874355645
"1478" 3 "LAYING" "Time Domain Signal of BodyAccJerk-std-X" -0.98087931483871
"1479" 3 "LAYING" "Time Domain Signal of BodyAccJerk-std-Y" -0.968710724677419
"1480" 3 "LAYING" "Time Domain Signal of BodyAccJerk-std-Z" -0.982093162903226
"1481" 3 "LAYING" "Time Domain Signal of BodyGyro-mean-X" -0.0208170540330645
"1482" 3 "LAYING" "Time Domain Signal of BodyGyro-mean-Y" -0.0718507159435484
"1483" 3 "LAYING" "Time Domain Signal of BodyGyro-mean-Z" 0.137999561112903
"1484" 3 "LAYING" "Time Domain Signal of BodyGyro-std-X" -0.974545752096774
"1485" 3 "LAYING" "Time Domain Signal of BodyGyro-std-Y" -0.977272653709677
"1486" 3 "LAYING" "Time Domain Signal of BodyGyro-std-Z" -0.963505609032258
"1487" 3 "LAYING" "Time Domain Signal of BodyGyroJerk-mean-X" -0.10004449883871
"1488" 3 "LAYING" "Time Domain Signal of BodyGyroJerk-mean-Y" -0.0389771765322581
"1489" 3 "LAYING" "Time Domain Signal of BodyGyroJerk-mean-Z" -0.06873387
"1490" 3 "LAYING" "Time Domain Signal of BodyGyroJerk-std-X" -0.980328645
"1491" 3 "LAYING" "Time Domain Signal of BodyGyroJerk-std-Y" -0.986762741935484
"1492" 3 "LAYING" "Time Domain Signal of BodyGyroJerk-std-Z" -0.983338279516129
"1493" 3 "LAYING" "Time Domain Signal of BodyAccMag-mean" -0.972791346129032
"1494" 3 "LAYING" "Time Domain Signal of BodyAccMag-std" -0.964218176451613
"1495" 3 "LAYING" "Time Domain Signal of GravityAccMag-mean" -0.972791346129032
"1496" 3 "LAYING" "Time Domain Signal of GravityAccMag-std" -0.964218176451613
"1497" 3 "LAYING" "Time Domain Signal of BodyAccJerkMag-mean" -0.979484593387097
"1498" 3 "LAYING" "Time Domain Signal of BodyAccJerkMag-std" -0.976121297903226
"1499" 3 "LAYING" "Time Domain Signal of BodyGyroMag-mean" -0.951564751451613
"1500" 3 "LAYING" "Time Domain Signal of BodyGyroMag-std" -0.954275110967742
"1501" 3 "LAYING" "Time Domain Signal of BodyGyroJerkMag-mean" -0.98671362516129
"1502" 3 "LAYING" "Time Domain Signal of BodyGyroJerkMag-std" -0.983139255645161
"1503" 3 "LAYING" "Fast Fourier Transform BodyAcc-mean-X" -0.980665609032258
"1504" 3 "LAYING" "Fast Fourier Transform BodyAcc-mean-Y" -0.961169982903226
"1505" 3 "LAYING" "Fast Fourier Transform BodyAcc-mean-Z" -0.968332141612903
"1506" 3 "LAYING" "Fast Fourier Transform BodyAcc-std-X" -0.983691129032258
"1507" 3 "LAYING" "Fast Fourier Transform BodyAcc-std-Y" -0.964094604193548
"1508" 3 "LAYING" "Fast Fourier Transform BodyAcc-std-Z" -0.96327908016129
"1509" 3 "LAYING" "Fast Fourier Transform BodyAcc-meanFreq-X" -0.0739526439887097
"1510" 3 "LAYING" "Fast Fourier Transform BodyAcc-meanFreq-Y" 0.238470751435484
"1511" 3 "LAYING" "Fast Fourier Transform BodyAcc-meanFreq-Z" 0.216971671672581
"1512" 3 "LAYING" "Fast Fourier Transform BodyAccJerk-mean-X" -0.980513202258064
"1513" 3 "LAYING" "Fast Fourier Transform BodyAccJerk-mean-Y" -0.968752113709677
"1514" 3 "LAYING" "Fast Fourier Transform BodyAccJerk-mean-Z" -0.979122344354839
"1515" 3 "LAYING" "Fast Fourier Transform BodyAccJerk-std-X" -0.983122615967742
"1516" 3 "LAYING" "Fast Fourier Transform BodyAccJerk-std-Y" -0.971044012741936
"1517" 3 "LAYING" "Fast Fourier Transform BodyAccJerk-std-Z" -0.983711904677419
"1518" 3 "LAYING" "Fast Fourier Transform BodyAccJerk-meanFreq-X" 0.17597855438871
"1519" 3 "LAYING" "Fast Fourier Transform BodyAccJerk-meanFreq-Y" -0.0131774961758065
"1520" 3 "LAYING" "Fast Fourier Transform BodyAccJerk-meanFreq-Z" 0.0448196905903226
"1521" 3 "LAYING" "Fast Fourier Transform BodyGyro-mean-X" -0.970167262903226
"1522" 3 "LAYING" "Fast Fourier Transform BodyGyro-mean-Y" -0.978099682258065
"1523" 3 "LAYING" "Fast Fourier Transform BodyGyro-mean-Z" -0.962341960806452
"1524" 3 "LAYING" "Fast Fourier Transform BodyGyro-std-X" -0.975986433709677
"1525" 3 "LAYING" "Fast Fourier Transform BodyGyro-std-Y" -0.977032495483871
"1526" 3 "LAYING" "Fast Fourier Transform BodyGyro-std-Z" -0.967256854193548
"1527" 3 "LAYING" "Fast Fourier Transform BodyGyro-meanFreq-X" -0.0822166454290323
"1528" 3 "LAYING" "Fast Fourier Transform BodyGyro-meanFreq-Y" -0.0266820108903226
"1529" 3 "LAYING" "Fast Fourier Transform BodyGyro-meanFreq-Z" 0.147686455548065
"1530" 3 "LAYING" "Fast Fourier Transform BodyAccMag-mean" -0.96552427516129
"1531" 3 "LAYING" "Fast Fourier Transform BodyAccMag-std" -0.968350217419355
"1532" 3 "LAYING" "Fast Fourier Transform BodyAccMag-meanFreq" 0.236990127870968
"1533" 3 "LAYING" "Fast Fourier Transform BodyBodyAccJerkMag-mean" -0.975949597903226
"1534" 3 "LAYING" "Fast Fourier Transform BodyBodyAccJerkMag-std" -0.975305377903226
"1535" 3 "LAYING" "Fast Fourier Transform BodyBodyAccJerkMag-meanFreq" 0.238611133937097
"1536" 3 "LAYING" "Fast Fourier Transform BodyBodyGyroMag-mean" -0.96458672483871
"1537" 3 "LAYING" "Fast Fourier Transform BodyBodyGyroMag-std" -0.955441855806452
"1538" 3 "LAYING" "Fast Fourier Transform BodyBodyGyroMag-meanFreq" -0.0229296114693548
"1539" 3 "LAYING" "Fast Fourier Transform BodyBodyGyroJerkMag-mean" -0.984278251290323
"1540" 3 "LAYING" "Fast Fourier Transform BodyBodyGyroJerkMag-std" -0.982568158064516
"1541" 3 "LAYING" "Fast Fourier Transform BodyBodyGyroJerkMag-meanFreq" 0.110697704185484
"1542" 3 "LAYING" "Angle of tBodyAccMean,gravity" 0.0178959376270161
"1543" 3 "LAYING" "Angle of tBodyAccJerkMean,gravityMean" 0.0166479534356452
"1544" 3 "LAYING" "Angle of tBodyGyroMean,gravityMean" 0.0455874765919355
"1545" 3 "LAYING" "Angle of tBodyGyroJerkMean,gravityMean" 0.0317261682790323
"1546" 3 "LAYING" "Angle of X,gravityMean" 0.423505857096774
"1547" 3 "LAYING" "Angle of Y,gravityMean" -0.630062847096774
"1548" 3 "LAYING" "Angle of Z,gravityMean" -0.346243070483871
"1549" 4 "WALKING" "Time Domain Signal of BodyAcc-mean-X" 0.278582015166667
"1550" 4 "WALKING" "Time Domain Signal of BodyAcc-mean-Y" -0.0148399475341667
"1551" 4 "WALKING" "Time Domain Signal of BodyAcc-mean-Z" -0.11140306485
"1552" 4 "WALKING" "Time Domain Signal of BodyAcc-std-X" -0.440829971333333
"1553" 4 "WALKING" "Time Domain Signal of BodyAcc-std-Y" -0.0788267367683333
"1554" 4 "WALKING" "Time Domain Signal of BodyAcc-std-Z" -0.586252806833333
"1555" 4 "WALKING" "Time Domain Signal of GravityAcc-mean-X" 0.963999696833333
"1556" 4 "WALKING" "Time Domain Signal of GravityAcc-mean-Y" -0.0858540265666667
"1557" 4 "WALKING" "Time Domain Signal of GravityAcc-mean-Z" 0.127764112666667
"1558" 4 "WALKING" "Time Domain Signal of GravityAcc-std-X" -0.983826494833333
"1559" 4 "WALKING" "Time Domain Signal of GravityAcc-std-Y" -0.967963221
"1560" 4 "WALKING" "Time Domain Signal of GravityAcc-std-Z" -0.962968112
"1561" 4 "WALKING" "Time Domain Signal of BodyAccJerk-mean-X" 0.0783529082183333
"1562" 4 "WALKING" "Time Domain Signal of BodyAccJerk-mean-Y" 0.00295602428666667
"1563" 4 "WALKING" "Time Domain Signal of BodyAccJerk-mean-Z" -0.000767679338333334
"1564" 4 "WALKING" "Time Domain Signal of BodyAccJerk-std-X" -0.297042612533333
"1565" 4 "WALKING" "Time Domain Signal of BodyAccJerk-std-Y" -0.221165131581667
"1566" 4 "WALKING" "Time Domain Signal of BodyAccJerk-std-Z" -0.7513913825
"1567" 4 "WALKING" "Time Domain Signal of BodyGyro-mean-X" -0.0317982557795
"1568" 4 "WALKING" "Time Domain Signal of BodyGyro-mean-Y" -0.0726905278583333
"1569" 4 "WALKING" "Time Domain Signal of BodyGyro-mean-Z" 0.0805677161216667
"1570" 4 "WALKING" "Time Domain Signal of BodyGyro-std-X" -0.500916659
"1571" 4 "WALKING" "Time Domain Signal of BodyGyro-std-Y" -0.665394092833333
"1572" 4 "WALKING" "Time Domain Signal of BodyGyro-std-Z" -0.662608226
"1573" 4 "WALKING" "Time Domain Signal of BodyGyroJerk-mean-X" -0.115321556475
"1574" 4 "WALKING" "Time Domain Signal of BodyGyroJerk-mean-Y" -0.0393474489133333
"1575" 4 "WALKING" "Time Domain Signal of BodyGyroJerk-mean-Z" -0.0551166852766667
"1576" 4 "WALKING" "Time Domain Signal of BodyGyroJerk-std-X" -0.492341066833333
"1577" 4 "WALKING" "Time Domain Signal of BodyGyroJerk-std-Y" -0.807419937
"1578" 4 "WALKING" "Time Domain Signal of BodyGyroJerk-std-Z" -0.640454132833333
"1579" 4 "WALKING" "Time Domain Signal of BodyAccMag-mean" -0.312050574166667
"1580" 4 "WALKING" "Time Domain Signal of BodyAccMag-std" -0.527679103166667
"1581" 4 "WALKING" "Time Domain Signal of GravityAccMag-mean" -0.312050574166667
"1582" 4 "WALKING" "Time Domain Signal of GravityAccMag-std" -0.527679103166667
"1583" 4 "WALKING" "Time Domain Signal of BodyAccJerkMag-mean" -0.366700879833333
"1584" 4 "WALKING" "Time Domain Signal of BodyAccJerkMag-std" -0.316918956
"1585" 4 "WALKING" "Time Domain Signal of BodyGyroMag-mean" -0.49779220106
"1586" 4 "WALKING" "Time Domain Signal of BodyGyroMag-std" -0.553116111166667
"1587" 4 "WALKING" "Time Domain Signal of BodyGyroJerkMag-mean" -0.6813040365
"1588" 4 "WALKING" "Time Domain Signal of BodyGyroJerkMag-std" -0.7301463685
"1589" 4 "WALKING" "Fast Fourier Transform BodyAcc-mean-X" -0.426719449666667
"1590" 4 "WALKING" "Fast Fourier Transform BodyAcc-mean-Y" -0.14939963344
"1591" 4 "WALKING" "Fast Fourier Transform BodyAcc-mean-Z" -0.631005470833333
"1592" 4 "WALKING" "Fast Fourier Transform BodyAcc-std-X" -0.447234929666667
"1593" 4 "WALKING" "Fast Fourier Transform BodyAcc-std-Y" -0.101799450565167
"1594" 4 "WALKING" "Fast Fourier Transform BodyAcc-std-Z" -0.594198325666667
"1595" 4 "WALKING" "Fast Fourier Transform BodyAcc-meanFreq-X" -0.13859163673
"1596" 4 "WALKING" "Fast Fourier Transform BodyAcc-meanFreq-Y" 0.0123477342916667
"1597" 4 "WALKING" "Fast Fourier Transform BodyAcc-meanFreq-Z" -0.0787892636928333
"1598" 4 "WALKING" "Fast Fourier Transform BodyAccJerk-mean-X" -0.358883413666667
"1599" 4 "WALKING" "Fast Fourier Transform BodyAccJerk-mean-Y" -0.279553391533333
"1600" 4 "WALKING" "Fast Fourier Transform BodyAccJerk-mean-Z" -0.728991595666667
"1601" 4 "WALKING" "Fast Fourier Transform BodyAccJerk-std-X" -0.29732607245
"1602" 4 "WALKING" "Fast Fourier Transform BodyAccJerk-std-Y" -0.2099000063
"1603" 4 "WALKING" "Fast Fourier Transform BodyAccJerk-std-Z" -0.772359087333333
"1604" 4 "WALKING" "Fast Fourier Transform BodyAccJerk-meanFreq-X" -0.1352803947515
"1605" 4 "WALKING" "Fast Fourier Transform BodyAccJerk-meanFreq-Y" -0.385880862833333
"1606" 4 "WALKING" "Fast Fourier Transform BodyAccJerk-meanFreq-Z" -0.325737503675
"1607" 4 "WALKING" "Fast Fourier Transform BodyGyro-mean-X" -0.373384540666667
"1608" 4 "WALKING" "Fast Fourier Transform BodyGyro-mean-Y" -0.688460056666667
"1609" 4 "WALKING" "Fast Fourier Transform BodyGyro-mean-Z" -0.601381129166667
"1610" 4 "WALKING" "Fast Fourier Transform BodyGyro-std-X" -0.542646759
"1611" 4 "WALKING" "Fast Fourier Transform BodyGyro-std-Y" -0.654657770166667
"1612" 4 "WALKING" "Fast Fourier Transform BodyGyro-std-Z" -0.716458475166667
"1613" 4 "WALKING" "Fast Fourier Transform BodyGyro-meanFreq-X" -0.12715408578
"1614" 4 "WALKING" "Fast Fourier Transform BodyGyro-meanFreq-Y" -0.27466563765
"1615" 4 "WALKING" "Fast Fourier Transform BodyGyro-meanFreq-Z" 0.149851534733333
"1616" 4 "WALKING" "Fast Fourier Transform BodyAccMag-mean" -0.450804558333333
"1617" 4 "WALKING" "Fast Fourier Transform BodyAccMag-std" -0.651172628166667
"1618" 4 "WALKING" "Fast Fourier Transform BodyAccMag-meanFreq" 0.382096409966667
"1619" 4 "WALKING" "Fast Fourier Transform BodyBodyAccJerkMag-mean" -0.318587811
"1620" 4 "WALKING" "Fast Fourier Transform BodyBodyAccJerkMag-std" -0.320458701
"1621" 4 "WALKING" "Fast Fourier Transform BodyBodyAccJerkMag-meanFreq" 0.111486484954333
"1622" 4 "WALKING" "Fast Fourier Transform BodyBodyGyroMag-mean" -0.609285588016667
"1623" 4 "WALKING" "Fast Fourier Transform BodyBodyGyroMag-std" -0.593937200833333
"1624" 4 "WALKING" "Fast Fourier Transform BodyBodyGyroMag-meanFreq" 0.0697301245295
"1625" 4 "WALKING" "Fast Fourier Transform BodyBodyGyroJerkMag-mean" -0.724327420666667
"1626" 4 "WALKING" "Fast Fourier Transform BodyBodyGyroJerkMag-std" -0.757768081166667
"1627" 4 "WALKING" "Fast Fourier Transform BodyBodyGyroJerkMag-meanFreq" 0.26535537398
"1628" 4 "WALKING" "Angle of tBodyAccMean,gravity" -0.0120097781333333
"1629" 4 "WALKING" "Angle of tBodyAccJerkMean,gravityMean" 0.00092110448333333
"1630" 4 "WALKING" "Angle of tBodyGyroMean,gravityMean" 0.0177813678333333
"1631" 4 "WALKING" "Angle of tBodyGyroJerkMean,gravityMean" 0.0554159672016667
"1632" 4 "WALKING" "Angle of X,gravityMean" -0.865284280666667
"1633" 4 "WALKING" "Angle of Y,gravityMean" 0.1425101785
"1634" 4 "WALKING" "Angle of Z,gravityMean" -0.0675179863833333
"1635" 4 "WALKING_UPSTAIRS" "Time Domain Signal of BodyAcc-mean-X" 0.270876696730769
"1636" 4 "WALKING_UPSTAIRS" "Time Domain Signal of BodyAcc-mean-Y" -0.0319804295729615
"1637" 4 "WALKING_UPSTAIRS" "Time Domain Signal of BodyAcc-mean-Z" -0.114219455519231
"1638" 4 "WALKING_UPSTAIRS" "Time Domain Signal of BodyAcc-std-X" -0.204933042903846
"1639" 4 "WALKING_UPSTAIRS" "Time Domain Signal of BodyAcc-std-Y" -0.0666899105180769
"1640" 4 "WALKING_UPSTAIRS" "Time Domain Signal of BodyAcc-std-Z" -0.372137777692308
"1641" 4 "WALKING_UPSTAIRS" "Time Domain Signal of GravityAcc-mean-X" 0.946264314423077
"1642" 4 "WALKING_UPSTAIRS" "Time Domain Signal of GravityAcc-mean-Y" -0.232944304615385
"1643" 4 "WALKING_UPSTAIRS" "Time Domain Signal of GravityAcc-mean-Z" 0.0841675382884615
"1644" 4 "WALKING_UPSTAIRS" "Time Domain Signal of GravityAcc-std-X" -0.958495235576923
"1645" 4 "WALKING_UPSTAIRS" "Time Domain Signal of GravityAcc-std-Y" -0.923376019038462
"1646" 4 "WALKING_UPSTAIRS" "Time Domain Signal of GravityAcc-std-Z" -0.919619453269231
"1647" 4 "WALKING_UPSTAIRS" "Time Domain Signal of BodyAccJerk-mean-X" 0.0560971909634615
"1648" 4 "WALKING_UPSTAIRS" "Time Domain Signal of BodyAccJerk-mean-Y" 0.0234018993153846
"1649" 4 "WALKING_UPSTAIRS" "Time Domain Signal of BodyAccJerk-mean-Z" 0.00340280836730769
"1650" 4 "WALKING_UPSTAIRS" "Time Domain Signal of BodyAccJerk-std-X" -0.380488027307692
"1651" 4 "WALKING_UPSTAIRS" "Time Domain Signal of BodyAccJerk-std-Y" -0.281543175326923
"1652" 4 "WALKING_UPSTAIRS" "Time Domain Signal of BodyAccJerk-std-Z" -0.726495311923077
"1653" 4 "WALKING_UPSTAIRS" "Time Domain Signal of BodyGyro-mean-X" 0.0393825198942308
"1654" 4 "WALKING_UPSTAIRS" "Time Domain Signal of BodyGyro-mean-Y" -0.0859471683596154
"1655" 4 "WALKING_UPSTAIRS" "Time Domain Signal of BodyGyro-mean-Z" 0.0843753843384615
"1656" 4 "WALKING_UPSTAIRS" "Time Domain Signal of BodyGyro-std-X" -0.454431043269231
"1657" 4 "WALKING_UPSTAIRS" "Time Domain Signal of BodyGyro-std-Y" -0.551185569230769
"1658" 4 "WALKING_UPSTAIRS" "Time Domain Signal of BodyGyro-std-Z" -0.360811047884615
"1659" 4 "WALKING_UPSTAIRS" "Time Domain Signal of BodyGyroJerk-mean-X" -0.1314720713
"1660" 4 "WALKING_UPSTAIRS" "Time Domain Signal of BodyGyroJerk-mean-Y" -0.0390508828865385
"1661" 4 "WALKING_UPSTAIRS" "Time Domain Signal of BodyGyroJerk-mean-Z" -0.0722496260807692
"1662" 4 "WALKING_UPSTAIRS" "Time Domain Signal of BodyGyroJerk-std-X" -0.533666803846154
"1663" 4 "WALKING_UPSTAIRS" "Time Domain Signal of BodyGyroJerk-std-Y" -0.840722752692308
"1664" 4 "WALKING_UPSTAIRS" "Time Domain Signal of BodyGyroJerk-std-Z" -0.556236584807692
"1665" 4 "WALKING_UPSTAIRS" "Time Domain Signal of BodyAccMag-mean" -0.153703935357692
"1666" 4 "WALKING_UPSTAIRS" "Time Domain Signal of BodyAccMag-std" -0.212012300480769
"1667" 4 "WALKING_UPSTAIRS" "Time Domain Signal of GravityAccMag-mean" -0.153703935357692
"1668" 4 "WALKING_UPSTAIRS" "Time Domain Signal of GravityAccMag-std" -0.212012300480769
"1669" 4 "WALKING_UPSTAIRS" "Time Domain Signal of BodyAccJerkMag-mean" -0.400922254807692
"1670" 4 "WALKING_UPSTAIRS" "Time Domain Signal of BodyAccJerkMag-std" -0.437261477884615
"1671" 4 "WALKING_UPSTAIRS" "Time Domain Signal of BodyGyroMag-mean" -0.299779407884615
"1672" 4 "WALKING_UPSTAIRS" "Time Domain Signal of BodyGyroMag-std" -0.510974134423077
"1673" 4 "WALKING_UPSTAIRS" "Time Domain Signal of BodyGyroJerkMag-mean" -0.686978374423077
"1674" 4 "WALKING_UPSTAIRS" "Time Domain Signal of BodyGyroJerkMag-std" -0.755270457692308
"1675" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyAcc-mean-X" -0.294488270365385
"1676" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyAcc-mean-Y" -0.117109161492308
"1677" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyAcc-mean-Z" -0.524655722692308
"1678" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyAcc-std-X" -0.173217219014423
"1679" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyAcc-std-Y" -0.101434446040385
"1680" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyAcc-std-Z" -0.345109817692308
"1681" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyAcc-meanFreq-X" -0.486811749615385
"1682" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyAcc-meanFreq-Y" -0.0662348475480769
"1683" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyAcc-meanFreq-Z" -0.230536706554615
"1684" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyAccJerk-mean-X" -0.418304647307692
"1685" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyAccJerk-mean-Y" -0.297805187243462
"1686" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyAccJerk-mean-Z" -0.690106934230769
"1687" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyAccJerk-std-X" -0.396762584807692
"1688" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyAccJerk-std-Y" -0.314525030788462
"1689" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyAccJerk-std-Z" -0.762772175
"1690" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyAccJerk-meanFreq-X" -0.379653611346154
"1691" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyAccJerk-meanFreq-Y" -0.39270192625
"1692" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyAccJerk-meanFreq-Z" -0.319649297096154
"1693" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyGyro-mean-X" -0.3710689925
"1694" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyGyro-mean-Y" -0.684310201538462
"1695" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyGyro-mean-Z" -0.350765737115385
"1696" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyGyro-std-X" -0.483548693461538
"1697" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyGyro-std-Y" -0.489824279230769
"1698" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyGyro-std-Z" -0.424533512307692
"1699" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyGyro-meanFreq-X" -0.206073104096154
"1700" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyGyro-meanFreq-Y" -0.491527600961538
"1701" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyGyro-meanFreq-Z" -0.130134208057692
"1702" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyAccMag-mean" -0.276825498230769
"1703" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyAccMag-std" -0.301005898461538
"1704" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyAccMag-meanFreq" -0.108017171661154
"1705" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyBodyAccJerkMag-mean" -0.397406285
"1706" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyBodyAccJerkMag-std" -0.497324087307692
"1707" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyBodyAccJerkMag-meanFreq" 0.0497462736942308
"1708" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyBodyGyroMag-mean" -0.575794072115385
"1709" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyBodyGyroMag-std" -0.552489628846154
"1710" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyBodyGyroMag-meanFreq" -0.150274479246154
"1711" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyBodyGyroJerkMag-mean" -0.740749226346154
"1712" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyBodyGyroJerkMag-std" -0.794209483076923
"1713" 4 "WALKING_UPSTAIRS" "Fast Fourier Transform BodyBodyGyroJerkMag-meanFreq" 0.179517012258654
"1714" 4 "WALKING_UPSTAIRS" "Angle of tBodyAccMean,gravity" 0.0592051541692308
"1715" 4 "WALKING_UPSTAIRS" "Angle of tBodyAccJerkMean,gravityMean" -0.00506236538461539
"1716" 4 "WALKING_UPSTAIRS" "Angle of tBodyGyroMean,gravityMean" -0.246559359423077
"1717" 4 "WALKING_UPSTAIRS" "Angle of tBodyGyroJerkMean,gravityMean" 0.0535172503461538
"1718" 4 "WALKING_UPSTAIRS" "Angle of X,gravityMean" -0.775483533076923
"1719" 4 "WALKING_UPSTAIRS" "Angle of Y,gravityMean" 0.243389231923077
"1720" 4 "WALKING_UPSTAIRS" "Angle of Z,gravityMean" -0.0368022039115385
"1721" 4 "WALKING_DOWNSTAIRS" "Time Domain Signal of BodyAcc-mean-X" 0.279965329555556
"1722" 4 "WALKING_DOWNSTAIRS" "Time Domain Signal of BodyAcc-mean-Y" -0.00980200850666667
"1723" 4 "WALKING_DOWNSTAIRS" "Time Domain Signal of BodyAcc-mean-Z" -0.1067775246
"1724" 4 "WALKING_DOWNSTAIRS" "Time Domain Signal of BodyAcc-std-X" 0.0111935496222222
"1725" 4 "WALKING_DOWNSTAIRS" "Time Domain Signal of BodyAcc-std-Y" -0.21859832499
"1726" 4 "WALKING_DOWNSTAIRS" "Time Domain Signal of BodyAcc-std-Z" -0.479185977111111
"1727" 4 "WALKING_DOWNSTAIRS" "Time Domain Signal of GravityAcc-mean-X" 0.947731858666667
"1728" 4 "WALKING_DOWNSTAIRS" "Time Domain Signal of GravityAcc-mean-Y" -0.0620852772955556
"1729" 4 "WALKING_DOWNSTAIRS" "Time Domain Signal of GravityAcc-mean-Z" 0.148714808888889
